what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1291999339367
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1291999342148
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999361879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999368331
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.moveLineDown",1291999390636
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1291999392312
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999414883
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999416862
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999419908
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999502982
activated,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ResourceNavigator",1291999505248
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999528765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291999529516
opened,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1291999531329
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1291999531493
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999531792
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999534423
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999575886
activated,editor,org.eclipse.wst.xml.ui,1.1.102.v201008251905,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1291999580258
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999587996
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999593007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999593606
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999678288
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999681554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999683294
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999683725
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999684790
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999685821
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999717826
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291999719527
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1291999720562
